url,video_id,playlist_id,channel_id,download
https://www.youtube.com/watch?v=3Pk4-lzowDM,3Pk4-lzowDM,PLiBvkB1-7pKMkGur9h-xGVuNM5NVbp_v6,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=LAyIR3TsJN4,LAyIR3TsJN4,PLiBvkB1-7pKMkGur9h-xGVuNM5NVbp_v6,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=TNLCHdZAMyY,TNLCHdZAMyY,PLiBvkB1-7pKMkGur9h-xGVuNM5NVbp_v6,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=unqBAlISK_8,unqBAlISK_8,PLiBvkB1-7pKMkGur9h-xGVuNM5NVbp_v6,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=_I8UMJJ6kjs,_I8UMJJ6kjs,PLiBvkB1-7pKMkGur9h-xGVuNM5NVbp_v6,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=3Z-pr14UwTo,3Z-pr14UwTo,PLiBvkB1-7pKMkGur9h-xGVuNM5NVbp_v6,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=1cIn69VsV9g,1cIn69VsV9g,PLiBvkB1-7pKMkGur9h-xGVuNM5NVbp_v6,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=I2kP9VkAXyY,I2kP9VkAXyY,PLiBvkB1-7pKMkGur9h-xGVuNM5NVbp_v6,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=eBYunoUdnQI,eBYunoUdnQI,PLiBvkB1-7pKMkGur9h-xGVuNM5NVbp_v6,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=UBkDYVs5Ers,UBkDYVs5Ers,PLiBvkB1-7pKMkGur9h-xGVuNM5NVbp_v6,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=RmiXFADNdTE,RmiXFADNdTE,PLiBvkB1-7pKMkGur9h-xGVuNM5NVbp_v6,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=iYCxM6FNZvg,iYCxM6FNZvg,PLiBvkB1-7pKMkGur9h-xGVuNM5NVbp_v6,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=WwNI53i7J1g,WwNI53i7J1g,PLiBvkB1-7pKMkGur9h-xGVuNM5NVbp_v6,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=ebcVW8G1kNs,ebcVW8G1kNs,PLiBvkB1-7pKMkGur9h-xGVuNM5NVbp_v6,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=eMpB1obfsDw,eMpB1obfsDw,PLiBvkB1-7pKMkGur9h-xGVuNM5NVbp_v6,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=AXtMeX0U8Oc,AXtMeX0U8Oc,PLiBvkB1-7pKMkGur9h-xGVuNM5NVbp_v6,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=1cHDHsmXjxM,1cHDHsmXjxM,PLiBvkB1-7pKMkGur9h-xGVuNM5NVbp_v6,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=sIiUwbBxZo8,sIiUwbBxZo8,PLiBvkB1-7pKNJVX5gwdd4tyZzmvoaQ-rL,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=AM73vr4ogVI,AM73vr4ogVI,PLiBvkB1-7pKNJVX5gwdd4tyZzmvoaQ-rL,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=hlBkwQQ5n0Y,hlBkwQQ5n0Y,PLiBvkB1-7pKNJVX5gwdd4tyZzmvoaQ-rL,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=SxkFX0dV3QU,SxkFX0dV3QU,PLiBvkB1-7pKNJVX5gwdd4tyZzmvoaQ-rL,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=GQMxnJejg9M,GQMxnJejg9M,PLiBvkB1-7pKNJVX5gwdd4tyZzmvoaQ-rL,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=gG3ifvHEZzQ,gG3ifvHEZzQ,PLiBvkB1-7pKNJVX5gwdd4tyZzmvoaQ-rL,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=SlCe0luzTiI,SlCe0luzTiI,PLiBvkB1-7pKNJVX5gwdd4tyZzmvoaQ-rL,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=6i1W2Rs3bZw,6i1W2Rs3bZw,PLiBvkB1-7pKNJVX5gwdd4tyZzmvoaQ-rL,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=Q2aBUeXma80,Q2aBUeXma80,PLiBvkB1-7pKNJVX5gwdd4tyZzmvoaQ-rL,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=o0yuVHT82Bg,o0yuVHT82Bg,PLiBvkB1-7pKNJVX5gwdd4tyZzmvoaQ-rL,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=wiGoOlFJ3QM,wiGoOlFJ3QM,PLiBvkB1-7pKNJVX5gwdd4tyZzmvoaQ-rL,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=rdczSiSVV4k,rdczSiSVV4k,PLiBvkB1-7pKNJVX5gwdd4tyZzmvoaQ-rL,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=zbtat-Y4E_8,zbtat-Y4E_8,PLiBvkB1-7pKNJVX5gwdd4tyZzmvoaQ-rL,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=3Uhgf9mjcuc,3Uhgf9mjcuc,PLiBvkB1-7pKNJVX5gwdd4tyZzmvoaQ-rL,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=y_lxUpdESe4,y_lxUpdESe4,PLiBvkB1-7pKNJVX5gwdd4tyZzmvoaQ-rL,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=P7b9Yats6Gg,P7b9Yats6Gg,PLiBvkB1-7pKNJVX5gwdd4tyZzmvoaQ-rL,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=pNNZzxPB804,pNNZzxPB804,PLiBvkB1-7pKNJVX5gwdd4tyZzmvoaQ-rL,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=fYnRCrIlztg,fYnRCrIlztg,PLiBvkB1-7pKNJVX5gwdd4tyZzmvoaQ-rL,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=rUFmG2vh5GI,rUFmG2vh5GI,PLiBvkB1-7pKNJVX5gwdd4tyZzmvoaQ-rL,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=GDVmXwQGV-M,GDVmXwQGV-M,PLiBvkB1-7pKNJVX5gwdd4tyZzmvoaQ-rL,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=ZecIF4yh0sU,ZecIF4yh0sU,PLiBvkB1-7pKNJVX5gwdd4tyZzmvoaQ-rL,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=0SFEty9Cl_8,0SFEty9Cl_8,PLiBvkB1-7pKNJVX5gwdd4tyZzmvoaQ-rL,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=k_FS3Gm1aHw,k_FS3Gm1aHw,PLiBvkB1-7pKNJVX5gwdd4tyZzmvoaQ-rL,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=OcK5wuiHAxE,OcK5wuiHAxE,PLiBvkB1-7pKNJVX5gwdd4tyZzmvoaQ-rL,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=gk-IkOWyWE8,gk-IkOWyWE8,PLiBvkB1-7pKNJVX5gwdd4tyZzmvoaQ-rL,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=j08uKCeBDXQ,j08uKCeBDXQ,PLiBvkB1-7pKNJVX5gwdd4tyZzmvoaQ-rL,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=GGqdxx-niIw,GGqdxx-niIw,PLiBvkB1-7pKNJVX5gwdd4tyZzmvoaQ-rL,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=mDLjd9CRLqs,mDLjd9CRLqs,PLiBvkB1-7pKNJVX5gwdd4tyZzmvoaQ-rL,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=7EwPErB2u00,7EwPErB2u00,PLiBvkB1-7pKNJVX5gwdd4tyZzmvoaQ-rL,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=Rz0QA62X7Ng,Rz0QA62X7Ng,PLiBvkB1-7pKNJVX5gwdd4tyZzmvoaQ-rL,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=8TwFtm4BVns,8TwFtm4BVns,PLiBvkB1-7pKNJVX5gwdd4tyZzmvoaQ-rL,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=bpbZ3KETdXU,bpbZ3KETdXU,PLiBvkB1-7pKNJVX5gwdd4tyZzmvoaQ-rL,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=TNAbAAScU8Y,TNAbAAScU8Y,PLiBvkB1-7pKNJVX5gwdd4tyZzmvoaQ-rL,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=AlCz2jgNj1o,AlCz2jgNj1o,PLiBvkB1-7pKNJVX5gwdd4tyZzmvoaQ-rL,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=4d1k5BTvI7U,4d1k5BTvI7U,PLiBvkB1-7pKNJVX5gwdd4tyZzmvoaQ-rL,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=vHr0bvgPaDU,vHr0bvgPaDU,PLiBvkB1-7pKPT_wdgmqZ4IOy8jX16Xrqg,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=Oj2kR-HbK7o,Oj2kR-HbK7o,PLiBvkB1-7pKPT_wdgmqZ4IOy8jX16Xrqg,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=rDSm2R1PbnY,rDSm2R1PbnY,PLiBvkB1-7pKPT_wdgmqZ4IOy8jX16Xrqg,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=HCC63CABBL8,HCC63CABBL8,PLiBvkB1-7pKPT_wdgmqZ4IOy8jX16Xrqg,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=Wjkcq9SPwrg,Wjkcq9SPwrg,PLiBvkB1-7pKPT_wdgmqZ4IOy8jX16Xrqg,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=vxw9kva4-5M,vxw9kva4-5M,PLiBvkB1-7pKPT_wdgmqZ4IOy8jX16Xrqg,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=nX3WGutkVTw,nX3WGutkVTw,PLiBvkB1-7pKPT_wdgmqZ4IOy8jX16Xrqg,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=PrMIdke9_Yc,PrMIdke9_Yc,PLiBvkB1-7pKPT_wdgmqZ4IOy8jX16Xrqg,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=7hqiI8nw52U,7hqiI8nw52U,PLiBvkB1-7pKPT_wdgmqZ4IOy8jX16Xrqg,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=gAbpKX3Ch04,gAbpKX3Ch04,PLiBvkB1-7pKPT_wdgmqZ4IOy8jX16Xrqg,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=34EI4bNEMqg,34EI4bNEMqg,PLiBvkB1-7pKPT_wdgmqZ4IOy8jX16Xrqg,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=Y6eHV1Q13EU,Y6eHV1Q13EU,PLiBvkB1-7pKPT_wdgmqZ4IOy8jX16Xrqg,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=-qDSzx3TIrY,-qDSzx3TIrY,PLiBvkB1-7pKPT_wdgmqZ4IOy8jX16Xrqg,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=-zCH3sdXqM0,-zCH3sdXqM0,PLiBvkB1-7pKPT_wdgmqZ4IOy8jX16Xrqg,UCIrgJInjLS2BhlHOMDW7v0g,True
https://www.youtube.com/watch?v=JV8_OF0LQX0,JV8_OF0LQX0,PLiBvkB1-7pKPT_wdgmqZ4IOy8jX16Xrqg,UCIrgJInjLS2BhlHOMDW7v0g,True
