,url,video_id,playlist_id,channel_id,index,extracted
0,https://www.youtube.com/watch?v=xidR4ES1Qck,xidR4ES1Qck,PLKfpV2bmlzOC3G8ItxwNXIkPJZepNlZUV,UCrRttZIypNTA1Mrfwo745Sg,0,0.0
1,https://www.youtube.com/watch?v=LUJXkUbCuNU,LUJXkUbCuNU,PLKfpV2bmlzOC3G8ItxwNXIkPJZepNlZUV,UCrRttZIypNTA1Mrfwo745Sg,1,2.0
2,https://www.youtube.com/watch?v=P9QGfIDn7ec,P9QGfIDn7ec,PLKfpV2bmlzOC3G8ItxwNXIkPJZepNlZUV,UCrRttZIypNTA1Mrfwo745Sg,2,1.0
3,https://www.youtube.com/watch?v=Hpys2AMPhW0,Hpys2AMPhW0,PLKfpV2bmlzOC3G8ItxwNXIkPJZepNlZUV,UCrRttZIypNTA1Mrfwo745Sg,3,2.0
4,https://www.youtube.com/watch?v=CMOt3U_p7fU,CMOt3U_p7fU,PLKfpV2bmlzOC3G8ItxwNXIkPJZepNlZUV,UCrRttZIypNTA1Mrfwo745Sg,4,7.0
5,https://www.youtube.com/watch?v=BDdYbeho8zI,BDdYbeho8zI,PLKfpV2bmlzOC3G8ItxwNXIkPJZepNlZUV,UCrRttZIypNTA1Mrfwo745Sg,5,3.0
6,https://www.youtube.com/watch?v=9jCYRcCumcE,9jCYRcCumcE,PLKfpV2bmlzOC3G8ItxwNXIkPJZepNlZUV,UCrRttZIypNTA1Mrfwo745Sg,6,4.0
7,https://www.youtube.com/watch?v=ALcdk8eEgWI,ALcdk8eEgWI,PLKfpV2bmlzOC3G8ItxwNXIkPJZepNlZUV,UCrRttZIypNTA1Mrfwo745Sg,7,4.0
8,https://www.youtube.com/watch?v=YKzk1h7qrj8,YKzk1h7qrj8,PLKfpV2bmlzOAOP5DFM8riP4HV6ya-CZ8x,UCrRttZIypNTA1Mrfwo745Sg,8,0.0
9,https://www.youtube.com/watch?v=v7k-HdVoJBM,v7k-HdVoJBM,PLKfpV2bmlzOAOP5DFM8riP4HV6ya-CZ8x,UCrRttZIypNTA1Mrfwo745Sg,9,0.0
10,https://www.youtube.com/watch?v=1kETt59yn6A,1kETt59yn6A,PLKfpV2bmlzOAOP5DFM8riP4HV6ya-CZ8x,UCrRttZIypNTA1Mrfwo745Sg,10,0.0
11,https://www.youtube.com/watch?v=p-dvq47gGbM,p-dvq47gGbM,PLKfpV2bmlzOAOP5DFM8riP4HV6ya-CZ8x,UCrRttZIypNTA1Mrfwo745Sg,11,0.0
12,https://www.youtube.com/watch?v=_G4QsXwZFNY,_G4QsXwZFNY,PLKfpV2bmlzOAOP5DFM8riP4HV6ya-CZ8x,UCrRttZIypNTA1Mrfwo745Sg,12,0.0
13,https://www.youtube.com/watch?v=gYA5WOFhd-Y,gYA5WOFhd-Y,PLKfpV2bmlzOAOP5DFM8riP4HV6ya-CZ8x,UCrRttZIypNTA1Mrfwo745Sg,13,0.0
14,https://www.youtube.com/watch?v=qlfBW57BuC8,qlfBW57BuC8,PLKfpV2bmlzOAOP5DFM8riP4HV6ya-CZ8x,UCrRttZIypNTA1Mrfwo745Sg,14,0.0
15,https://www.youtube.com/watch?v=GPuDkw7LBN4,GPuDkw7LBN4,PLKfpV2bmlzOCKoHrmZ3A4ZEgs4nV2CAXd,UCrRttZIypNTA1Mrfwo745Sg,15,3.0
