url,video_id,playlist_id,channel_id
https://www.youtube.com/watch?v=WVNXEAc6eTc,WVNXEAc6eTc,PL7Eup7JXScZzBZBqRAngT5efjd9Fmx9zp,UCgKkNPU2Ib7_TcyAl8M2S-w
https://www.youtube.com/watch?v=sZtZHlhVKf4,sZtZHlhVKf4,PL7Eup7JXScZzBZBqRAngT5efjd9Fmx9zp,UCgKkNPU2Ib7_TcyAl8M2S-w
https://www.youtube.com/watch?v=KPNQARUhWcs,KPNQARUhWcs,PL7Eup7JXScZzBZBqRAngT5efjd9Fmx9zp,UCgKkNPU2Ib7_TcyAl8M2S-w
https://www.youtube.com/watch?v=mCTQSj_SL-E,mCTQSj_SL-E,PL7Eup7JXScZzBZBqRAngT5efjd9Fmx9zp,UCgKkNPU2Ib7_TcyAl8M2S-w
https://www.youtube.com/watch?v=TYwvyk_Rwyg,TYwvyk_Rwyg,PL7Eup7JXScZzBZBqRAngT5efjd9Fmx9zp,UCgKkNPU2Ib7_TcyAl8M2S-w
https://www.youtube.com/watch?v=cSfVHnYSD7I,cSfVHnYSD7I,PL7Eup7JXScZzBZBqRAngT5efjd9Fmx9zp,UCgKkNPU2Ib7_TcyAl8M2S-w
https://www.youtube.com/watch?v=JhTzXoQ-vRc,JhTzXoQ-vRc,PL7Eup7JXScZzBZBqRAngT5efjd9Fmx9zp,UCgKkNPU2Ib7_TcyAl8M2S-w
https://www.youtube.com/watch?v=RQBcn4qUZVY,RQBcn4qUZVY,PL7Eup7JXScZzBZBqRAngT5efjd9Fmx9zp,UCgKkNPU2Ib7_TcyAl8M2S-w
https://www.youtube.com/watch?v=yeXNFgA-5Q0,yeXNFgA-5Q0,PL7Eup7JXScZzBZBqRAngT5efjd9Fmx9zp,UCgKkNPU2Ib7_TcyAl8M2S-w
https://www.youtube.com/watch?v=UtlCycIMotk,UtlCycIMotk,PL7Eup7JXScZzBZBqRAngT5efjd9Fmx9zp,UCgKkNPU2Ib7_TcyAl8M2S-w
https://www.youtube.com/watch?v=GLZXsmqZPFg,GLZXsmqZPFg,PL7Eup7JXScZzBZBqRAngT5efjd9Fmx9zp,UCgKkNPU2Ib7_TcyAl8M2S-w
https://www.youtube.com/watch?v=kqaJsU8i8bg,kqaJsU8i8bg,PL7Eup7JXScZzBZBqRAngT5efjd9Fmx9zp,UCgKkNPU2Ib7_TcyAl8M2S-w
https://www.youtube.com/watch?v=5WDmLCmixeE,5WDmLCmixeE,PL7Eup7JXScZzBZBqRAngT5efjd9Fmx9zp,UCgKkNPU2Ib7_TcyAl8M2S-w
