,url,video_id,playlist_id,channel_id
0,https://www.youtube.com/watch?v=q-gMKSbgFGU,q-gMKSbgFGU,PLFg1fZkWaIglk1evMYOdpAjPxNmufiDEN,UCKJSif-_lZBCzPYRQU0n86g
1,https://www.youtube.com/watch?v=gwhCbHA__zc,gwhCbHA__zc,PLFg1fZkWaIglk1evMYOdpAjPxNmufiDEN,UCKJSif-_lZBCzPYRQU0n86g
2,https://www.youtube.com/watch?v=v4vQGHgZX-Y,v4vQGHgZX-Y,PLFg1fZkWaIglk1evMYOdpAjPxNmufiDEN,UCKJSif-_lZBCzPYRQU0n86g
3,https://www.youtube.com/watch?v=1R-Pm-8DuOw,1R-Pm-8DuOw,PLFg1fZkWaIglk1evMYOdpAjPxNmufiDEN,UCKJSif-_lZBCzPYRQU0n86g
4,https://www.youtube.com/watch?v=hHGzC0JFY8s,hHGzC0JFY8s,PLFg1fZkWaIglk1evMYOdpAjPxNmufiDEN,UCKJSif-_lZBCzPYRQU0n86g
5,https://www.youtube.com/watch?v=roUO3VyOBfc,roUO3VyOBfc,PLFg1fZkWaIglk1evMYOdpAjPxNmufiDEN,UCKJSif-_lZBCzPYRQU0n86g
6,https://www.youtube.com/watch?v=jC-ajjSjrrQ,jC-ajjSjrrQ,PLFg1fZkWaIglk1evMYOdpAjPxNmufiDEN,UCKJSif-_lZBCzPYRQU0n86g
7,https://www.youtube.com/watch?v=BFqq9UXpzd4,BFqq9UXpzd4,PLFg1fZkWaIglk1evMYOdpAjPxNmufiDEN,UCKJSif-_lZBCzPYRQU0n86g
8,https://www.youtube.com/watch?v=GPjJlO_csH8,GPjJlO_csH8,PLFg1fZkWaIgmBX7NH5iCigjG0YZDBUE7r,UCKJSif-_lZBCzPYRQU0n86g
9,https://www.youtube.com/watch?v=E5zQGG29ViY,E5zQGG29ViY,PLFg1fZkWaIgmBX7NH5iCigjG0YZDBUE7r,UCKJSif-_lZBCzPYRQU0n86g
10,https://www.youtube.com/watch?v=toQZou0Pivo,toQZou0Pivo,PLFg1fZkWaIgmBX7NH5iCigjG0YZDBUE7r,UCKJSif-_lZBCzPYRQU0n86g
11,https://www.youtube.com/watch?v=BWx3Z34X_Wc,BWx3Z34X_Wc,PLFg1fZkWaIgmBX7NH5iCigjG0YZDBUE7r,UCKJSif-_lZBCzPYRQU0n86g
12,https://www.youtube.com/watch?v=PXbntV0DJRU,PXbntV0DJRU,PLFg1fZkWaIgmBX7NH5iCigjG0YZDBUE7r,UCKJSif-_lZBCzPYRQU0n86g
13,https://www.youtube.com/watch?v=0KIQINKYt-Q,0KIQINKYt-Q,PLFg1fZkWaIgmBX7NH5iCigjG0YZDBUE7r,UCKJSif-_lZBCzPYRQU0n86g
14,https://www.youtube.com/watch?v=xwU-BUeZ6KY,xwU-BUeZ6KY,PLFg1fZkWaIgmBX7NH5iCigjG0YZDBUE7r,UCKJSif-_lZBCzPYRQU0n86g
15,https://www.youtube.com/watch?v=ZLpbfi3aKSY,ZLpbfi3aKSY,PLFg1fZkWaIgmBX7NH5iCigjG0YZDBUE7r,UCKJSif-_lZBCzPYRQU0n86g
16,https://www.youtube.com/watch?v=8Whkq_4lZME,8Whkq_4lZME,PLFg1fZkWaIgmBX7NH5iCigjG0YZDBUE7r,UCKJSif-_lZBCzPYRQU0n86g
17,https://www.youtube.com/watch?v=UDa5erpMITY,UDa5erpMITY,PLFg1fZkWaIgmBX7NH5iCigjG0YZDBUE7r,UCKJSif-_lZBCzPYRQU0n86g
18,https://www.youtube.com/watch?v=FpjQa5jc5ew,FpjQa5jc5ew,PLFg1fZkWaIgmBX7NH5iCigjG0YZDBUE7r,UCKJSif-_lZBCzPYRQU0n86g
19,https://www.youtube.com/watch?v=BsdJo4Es98I,BsdJo4Es98I,PLFg1fZkWaIgmBX7NH5iCigjG0YZDBUE7r,UCKJSif-_lZBCzPYRQU0n86g
20,https://www.youtube.com/watch?v=s1RGcnHLqUI,s1RGcnHLqUI,PLFg1fZkWaIgmBX7NH5iCigjG0YZDBUE7r,UCKJSif-_lZBCzPYRQU0n86g
21,https://www.youtube.com/watch?v=pqyOU9AAFWU,pqyOU9AAFWU,PLFg1fZkWaIgmBX7NH5iCigjG0YZDBUE7r,UCKJSif-_lZBCzPYRQU0n86g
22,https://www.youtube.com/watch?v=73qArOJv4Kw,73qArOJv4Kw,PLFg1fZkWaIgmBX7NH5iCigjG0YZDBUE7r,UCKJSif-_lZBCzPYRQU0n86g
23,https://www.youtube.com/watch?v=TweIesitkpE,TweIesitkpE,PLFg1fZkWaIgmBX7NH5iCigjG0YZDBUE7r,UCKJSif-_lZBCzPYRQU0n86g
24,https://www.youtube.com/watch?v=bZc37cXOJMw,bZc37cXOJMw,PLFg1fZkWaIgmBX7NH5iCigjG0YZDBUE7r,UCKJSif-_lZBCzPYRQU0n86g
25,https://www.youtube.com/watch?v=ftZsqTA7uO0,ftZsqTA7uO0,PLFg1fZkWaIgmBX7NH5iCigjG0YZDBUE7r,UCKJSif-_lZBCzPYRQU0n86g
26,https://www.youtube.com/watch?v=CeZ7F_61t-c,CeZ7F_61t-c,PLFg1fZkWaIgmBX7NH5iCigjG0YZDBUE7r,UCKJSif-_lZBCzPYRQU0n86g
27,https://www.youtube.com/watch?v=WBIDqU_fV1c,WBIDqU_fV1c,PLFg1fZkWaIgmBX7NH5iCigjG0YZDBUE7r,UCKJSif-_lZBCzPYRQU0n86g
28,https://www.youtube.com/watch?v=zd6y7E6byKY,zd6y7E6byKY,PLFg1fZkWaIgmBX7NH5iCigjG0YZDBUE7r,UCKJSif-_lZBCzPYRQU0n86g
29,https://www.youtube.com/watch?v=U_8rd-RDebg,U_8rd-RDebg,PLFg1fZkWaIgmBX7NH5iCigjG0YZDBUE7r,UCKJSif-_lZBCzPYRQU0n86g
30,https://www.youtube.com/watch?v=ZroQ_B9I5mY,ZroQ_B9I5mY,PLFg1fZkWaIgmBX7NH5iCigjG0YZDBUE7r,UCKJSif-_lZBCzPYRQU0n86g
