,url,video_id,playlist_id,channel_id,index,extracted
0,https://www.youtube.com/watch?v=TvtoG51bsnE,TvtoG51bsnE,PLlYqpJ9JE-J_cEAFDBYY7u_kcD0nDlXCK,UCpdK1NLHxEUGXc1gq2NxkTw,0,0.0
1,https://www.youtube.com/watch?v=vfTjNRJONkA,vfTjNRJONkA,PLlYqpJ9JE-J_cEAFDBYY7u_kcD0nDlXCK,UCpdK1NLHxEUGXc1gq2NxkTw,1,0.0
2,https://www.youtube.com/watch?v=cthVBA0Vw6E,cthVBA0Vw6E,PLlYqpJ9JE-J_cEAFDBYY7u_kcD0nDlXCK,UCpdK1NLHxEUGXc1gq2NxkTw,2,0.0
3,https://www.youtube.com/watch?v=cY9gbX3ZKKQ,cY9gbX3ZKKQ,PLlYqpJ9JE-J_cEAFDBYY7u_kcD0nDlXCK,UCpdK1NLHxEUGXc1gq2NxkTw,3,0.0
4,https://www.youtube.com/watch?v=N1Hwyoe9ANE,N1Hwyoe9ANE,PLlYqpJ9JE-J_cEAFDBYY7u_kcD0nDlXCK,UCpdK1NLHxEUGXc1gq2NxkTw,4,0.0
5,https://www.youtube.com/watch?v=RWM38bdkVJc,RWM38bdkVJc,PLlYqpJ9JE-J_cEAFDBYY7u_kcD0nDlXCK,UCpdK1NLHxEUGXc1gq2NxkTw,5,0.0
6,https://www.youtube.com/watch?v=iT98OUt8wz8,iT98OUt8wz8,PLlYqpJ9JE-J_cEAFDBYY7u_kcD0nDlXCK,UCpdK1NLHxEUGXc1gq2NxkTw,6,0.0
7,https://www.youtube.com/watch?v=DZjdETa96Rs,DZjdETa96Rs,PLlYqpJ9JE-J_cEAFDBYY7u_kcD0nDlXCK,UCpdK1NLHxEUGXc1gq2NxkTw,7,0.0
8,https://www.youtube.com/watch?v=8ndQle0LGgM,8ndQle0LGgM,PLlYqpJ9JE-J_cEAFDBYY7u_kcD0nDlXCK,UCpdK1NLHxEUGXc1gq2NxkTw,8,0.0
9,https://www.youtube.com/watch?v=8T16ma0rJ_4,8T16ma0rJ_4,PLlYqpJ9JE-J_cEAFDBYY7u_kcD0nDlXCK,UCpdK1NLHxEUGXc1gq2NxkTw,9,0.0
10,https://www.youtube.com/watch?v=vLjVM6zqeSU,vLjVM6zqeSU,PLlYqpJ9JE-J_cEAFDBYY7u_kcD0nDlXCK,UCpdK1NLHxEUGXc1gq2NxkTw,10,0.0
11,https://www.youtube.com/watch?v=_Dcu600KUXU,_Dcu600KUXU,PLlYqpJ9JE-J_cEAFDBYY7u_kcD0nDlXCK,UCpdK1NLHxEUGXc1gq2NxkTw,11,0.0
12,https://www.youtube.com/watch?v=t20kBC9X2Ng,t20kBC9X2Ng,PLlYqpJ9JE-J_cEAFDBYY7u_kcD0nDlXCK,UCpdK1NLHxEUGXc1gq2NxkTw,12,0.0
13,https://www.youtube.com/watch?v=Aknn0ACKL8A,Aknn0ACKL8A,PLlYqpJ9JE-J_cEAFDBYY7u_kcD0nDlXCK,UCpdK1NLHxEUGXc1gq2NxkTw,13,0.0
14,https://www.youtube.com/watch?v=fZ9ps7BYEWU,fZ9ps7BYEWU,PLlYqpJ9JE-J_cEAFDBYY7u_kcD0nDlXCK,UCpdK1NLHxEUGXc1gq2NxkTw,14,0.0
15,https://www.youtube.com/watch?v=hd7l1dx-4Uc,hd7l1dx-4Uc,PLlYqpJ9JE-J_cEAFDBYY7u_kcD0nDlXCK,UCpdK1NLHxEUGXc1gq2NxkTw,15,0.0
