Unnamed: 0,url,video_id,playlist_id,channel_id
0,https://www.youtube.com/watch?v=cTEDivtJbGI,cTEDivtJbGI,PLsRNoUx8w3rP7Uu5QuOdYJFfbaKhdHons,UCsT0YIqwnpJCM-mx7-gSA4Q
1,https://www.youtube.com/watch?v=_LR2gVhUqhU,_LR2gVhUqhU,PLsRNoUx8w3rP7Uu5QuOdYJFfbaKhdHons,UCsT0YIqwnpJCM-mx7-gSA4Q
2,https://www.youtube.com/watch?v=mYr7ZCn04eA,mYr7ZCn04eA,PLsRNoUx8w3rP7Uu5QuOdYJFfbaKhdHons,UCsT0YIqwnpJCM-mx7-gSA4Q
3,https://www.youtube.com/watch?v=aLWrINuI2ac,aLWrINuI2ac,PLsRNoUx8w3rP7Uu5QuOdYJFfbaKhdHons,UCsT0YIqwnpJCM-mx7-gSA4Q
4,https://www.youtube.com/watch?v=ywC3g-s8iWE,ywC3g-s8iWE,PLsRNoUx8w3rP7Uu5QuOdYJFfbaKhdHons,UCsT0YIqwnpJCM-mx7-gSA4Q
5,https://www.youtube.com/watch?v=aDm8AGtw3Ko,aDm8AGtw3Ko,PLsRNoUx8w3rP7Uu5QuOdYJFfbaKhdHons,UCsT0YIqwnpJCM-mx7-gSA4Q
6,https://www.youtube.com/watch?v=qpiCkJX_PhY,qpiCkJX_PhY,PLsRNoUx8w3rP7Uu5QuOdYJFfbaKhdHons,UCsT0YIqwnpJCM-mx7-gSA4Q
7,https://www.youtube.com/watch?v=UZKr1mmTybw,UZKr1mmTybw,PLsRNoUx8w3rOERmePNyC2hAONG9tL2ZYx,UCsT0YIqwnpJCM-mx7-gSA4Q
8,https://www.youtube.com/watch?v=z2IUYCSlpBE,z2IUYCSlpBE,PLsRNoUx8w3rOERmePNyC2hAONG9tL2ZYx,UCsT0YIqwnpJCM-mx7-gSA4Q
9,https://www.youtube.com/watch?v=4x4ZH_CjKM0,4x4ZH_CjKM0,PLsRNoUx8w3rOERmePNyC2hAONG9tL2ZYx,UCsT0YIqwnpJCM-mx7-gSA4Q
10,https://www.youtube.com/watch?v=gsCfXucmSlU,gsCfXucmSlU,PLsRNoUx8w3rOERmePNyC2hAONG9tL2ZYx,UCsT0YIqwnpJCM-mx7-gSA4Q
11,https://www.youtube.com/watch?v=w-T0NyLfEcc,w-T0NyLfEcc,PLsRNoUx8w3rOERmePNyC2hAONG9tL2ZYx,UCsT0YIqwnpJCM-mx7-gSA4Q
12,https://www.youtube.com/watch?v=3_ZBBGbbgZY,3_ZBBGbbgZY,PLsRNoUx8w3rOERmePNyC2hAONG9tL2ZYx,UCsT0YIqwnpJCM-mx7-gSA4Q
13,https://www.youtube.com/watch?v=22A8M0RTDog,22A8M0RTDog,PLsRNoUx8w3rOERmePNyC2hAONG9tL2ZYx,UCsT0YIqwnpJCM-mx7-gSA4Q
