Unnamed: 0,url,video_id,playlist_id,channel_id
20000,https://www.youtube.com/watch?v=3I6fpaWLnHU,3I6fpaWLnHU,PLsRNoUx8w3rPyMWCU9dHBeOn-y9FZad_T,UCsT0YIqwnpJCM-mx7-gSA4Q
20001,https://www.youtube.com/watch?v=YB641YaAggM,YB641YaAggM,PLsRNoUx8w3rPyMWCU9dHBeOn-y9FZad_T,UCsT0YIqwnpJCM-mx7-gSA4Q
20002,https://www.youtube.com/watch?v=sVQ58Y1Uh-w,sVQ58Y1Uh-w,PLsRNoUx8w3rPyMWCU9dHBeOn-y9FZad_T,UCsT0YIqwnpJCM-mx7-gSA4Q
20003,https://www.youtube.com/watch?v=qH3d26WjNKY,qH3d26WjNKY,PLsRNoUx8w3rPzomDCjqrrsJqN6j4MvIW6,UCsT0YIqwnpJCM-mx7-gSA4Q
20004,https://www.youtube.com/watch?v=HRvkbpbUM2M,HRvkbpbUM2M,PLsRNoUx8w3rPzomDCjqrrsJqN6j4MvIW6,UCsT0YIqwnpJCM-mx7-gSA4Q
20005,https://www.youtube.com/watch?v=S9cNSD6vE2I,S9cNSD6vE2I,PLsRNoUx8w3rPzomDCjqrrsJqN6j4MvIW6,UCsT0YIqwnpJCM-mx7-gSA4Q
20006,https://www.youtube.com/watch?v=w00xJOqz1Pw,w00xJOqz1Pw,PLsRNoUx8w3rPzomDCjqrrsJqN6j4MvIW6,UCsT0YIqwnpJCM-mx7-gSA4Q
20007,https://www.youtube.com/watch?v=qe38uNPiRn8,qe38uNPiRn8,PLsRNoUx8w3rPzomDCjqrrsJqN6j4MvIW6,UCsT0YIqwnpJCM-mx7-gSA4Q
20008,https://www.youtube.com/watch?v=Qw1iyzs1uZI,Qw1iyzs1uZI,PLsRNoUx8w3rPzomDCjqrrsJqN6j4MvIW6,UCsT0YIqwnpJCM-mx7-gSA4Q
20009,https://www.youtube.com/watch?v=95JdmdPiLow,95JdmdPiLow,PLsRNoUx8w3rPzomDCjqrrsJqN6j4MvIW6,UCsT0YIqwnpJCM-mx7-gSA4Q
20010,https://www.youtube.com/watch?v=7K70RJ4Og4M,7K70RJ4Og4M,PLsRNoUx8w3rPzomDCjqrrsJqN6j4MvIW6,UCsT0YIqwnpJCM-mx7-gSA4Q
20011,https://www.youtube.com/watch?v=dLwXDxJJX7I,dLwXDxJJX7I,PLsRNoUx8w3rPzomDCjqrrsJqN6j4MvIW6,UCsT0YIqwnpJCM-mx7-gSA4Q
20012,https://www.youtube.com/watch?v=EA9Rg7OU75A,EA9Rg7OU75A,PLsRNoUx8w3rPzomDCjqrrsJqN6j4MvIW6,UCsT0YIqwnpJCM-mx7-gSA4Q
