Unnamed: 0,url,video_id,playlist_id,channel_id
100000,https://www.youtube.com/watch?v=gCWeVYCcKXw,gCWeVYCcKXw,PLsRNoUx8w3rOfwb5AN_cz5vs-jPkH4znR,UCsT0YIqwnpJCM-mx7-gSA4Q
100001,https://www.youtube.com/watch?v=xY7kVVS2HVY,xY7kVVS2HVY,PLsRNoUx8w3rOfwb5AN_cz5vs-jPkH4znR,UCsT0YIqwnpJCM-mx7-gSA4Q
100002,https://www.youtube.com/watch?v=43gOAZ_mGmg,43gOAZ_mGmg,PLsRNoUx8w3rOfwb5AN_cz5vs-jPkH4znR,UCsT0YIqwnpJCM-mx7-gSA4Q
100003,https://www.youtube.com/watch?v=Ydj28CDrHV4,Ydj28CDrHV4,PLsRNoUx8w3rOfwb5AN_cz5vs-jPkH4znR,UCsT0YIqwnpJCM-mx7-gSA4Q
100004,https://www.youtube.com/watch?v=5G_csGXJUZ0,5G_csGXJUZ0,PLsRNoUx8w3rOfwb5AN_cz5vs-jPkH4znR,UCsT0YIqwnpJCM-mx7-gSA4Q
100005,https://www.youtube.com/watch?v=57aURlZZQpY,57aURlZZQpY,PLsRNoUx8w3rOfwb5AN_cz5vs-jPkH4znR,UCsT0YIqwnpJCM-mx7-gSA4Q
100006,https://www.youtube.com/watch?v=HQNjEMFnejE,HQNjEMFnejE,PLsRNoUx8w3rOfwb5AN_cz5vs-jPkH4znR,UCsT0YIqwnpJCM-mx7-gSA4Q
100007,https://www.youtube.com/watch?v=WZnKYsrGMhQ,WZnKYsrGMhQ,PLsRNoUx8w3rOfwb5AN_cz5vs-jPkH4znR,UCsT0YIqwnpJCM-mx7-gSA4Q
100008,https://www.youtube.com/watch?v=iJeAHCWcvXo,iJeAHCWcvXo,PLsRNoUx8w3rOfwb5AN_cz5vs-jPkH4znR,UCsT0YIqwnpJCM-mx7-gSA4Q
100009,https://www.youtube.com/watch?v=i43X0pS094Q,i43X0pS094Q,PLsRNoUx8w3rOfwb5AN_cz5vs-jPkH4znR,UCsT0YIqwnpJCM-mx7-gSA4Q
100010,https://www.youtube.com/watch?v=5UQjdXlY7qo,5UQjdXlY7qo,PLsRNoUx8w3rOih4n62DGnoC77IMvKoj1h,UCsT0YIqwnpJCM-mx7-gSA4Q
100011,https://www.youtube.com/watch?v=W-nAUom1-9c,W-nAUom1-9c,PLsRNoUx8w3rOih4n62DGnoC77IMvKoj1h,UCsT0YIqwnpJCM-mx7-gSA4Q
100012,https://www.youtube.com/watch?v=A5UWIng2BR4,A5UWIng2BR4,PLsRNoUx8w3rOih4n62DGnoC77IMvKoj1h,UCsT0YIqwnpJCM-mx7-gSA4Q
100013,https://www.youtube.com/watch?v=UQG052z1Y8k,UQG052z1Y8k,PLsRNoUx8w3rOih4n62DGnoC77IMvKoj1h,UCsT0YIqwnpJCM-mx7-gSA4Q
100014,https://www.youtube.com/watch?v=a7cn4ZyTJis,a7cn4ZyTJis,PLsRNoUx8w3rOih4n62DGnoC77IMvKoj1h,UCsT0YIqwnpJCM-mx7-gSA4Q
100015,https://www.youtube.com/watch?v=oOpDaMc7iAc,oOpDaMc7iAc,PLsRNoUx8w3rN9t2Qwq5vEbNzHLaQz6mQP,UCsT0YIqwnpJCM-mx7-gSA4Q
100016,https://www.youtube.com/watch?v=Z7n0a-PmgNU,Z7n0a-PmgNU,PLsRNoUx8w3rNChagJTnz2OIxcatfJsbF0,UCsT0YIqwnpJCM-mx7-gSA4Q
100017,https://www.youtube.com/watch?v=WSUJNvO0dKQ,WSUJNvO0dKQ,PLsRNoUx8w3rNChagJTnz2OIxcatfJsbF0,UCsT0YIqwnpJCM-mx7-gSA4Q
100018,https://www.youtube.com/watch?v=UUsdcdGgx7M,UUsdcdGgx7M,PLsRNoUx8w3rO7C1ZPdnB47j-1JcVO3Q8m,UCsT0YIqwnpJCM-mx7-gSA4Q
100019,https://www.youtube.com/watch?v=pK_TA-4Cszw,pK_TA-4Cszw,PLsRNoUx8w3rO7C1ZPdnB47j-1JcVO3Q8m,UCsT0YIqwnpJCM-mx7-gSA4Q
100020,https://www.youtube.com/watch?v=JvHtB7FTvNE,JvHtB7FTvNE,PLsRNoUx8w3rOogKnETpuLjLpS-CyZoGLM,UCsT0YIqwnpJCM-mx7-gSA4Q
100021,https://www.youtube.com/watch?v=S-tqJkzpu2g,S-tqJkzpu2g,PLsRNoUx8w3rOogKnETpuLjLpS-CyZoGLM,UCsT0YIqwnpJCM-mx7-gSA4Q
100022,https://www.youtube.com/watch?v=TZkNJFrfdR8,TZkNJFrfdR8,PLsRNoUx8w3rPFaZsppE-jE2ueRwZxuPlm,UCsT0YIqwnpJCM-mx7-gSA4Q
