,video_id,index,extracted
0,jmbh4_tp01k,0,
1,sC_vi_z7ajI,1,
2,Ls0hBkaDjJs,2,
3,xNXhgeVaJaI,3,
4,LhpSx_VsmGg,4,
5,g-nGVxKn898,5,
6,e21y2XtbxxY,6,0.0
7,qSkgSsxIK08,7,
8,yvLO9phm5Zo,8,
9,G-QI9hWUX2E,9,
10,loocyV95jCo,10,
11,8mQEGOcNP48,11,
12,G-_V6DC5PW0,12,
13,1KyTSmxoz-4,13,
14,K79pwWpVWLc,14,
15,VIDNEidOPPI,15,
16,VJBiEecCwMw,16,
17,PwqKKXKMFws,17,
18,tJhmSdjTNNI,18,
19,ewrzEqFL5TA,19,
20,21cCeO4My7A,20,
21,ybgPdlFJ6oM,21,
22,BsqEdDLEul8,22,
23,9gyZOHs0qTs,23,
24,1sej8eUgFAs,24,
25,Vm_Y9GAfNNg,25,10.0
26,dqQRBD-qkQ4,26,
27,Xq-K68eDcNs,27,
28,0JW91uWq1B4,28,
29,SzlEc25rcR0,29,
30,gE9Yxc25IGQ,30,0.0
31,BtJOrcS3nJs,31,
32,NsLgKQvV-lI,32,
33,LEuimUY_sBc,33,
34,iAmNlb5BUHg,34,
35,Pdm6AB5JTNA,35,
36,ciZqWkdczWA,36,0.0
37,e0dYNbeDA8g,37,
38,SueeDJL2fDo,38,0.0
39,fYRaaOLV3Fw,39,0.0
40,7VQDzgYHCGo,40,
41,zYPc8LLkjXs,41,
42,nCzVZ1Q_JR0,42,
43,HLsEPFdrK34,43,0.0
44,tkl8-rgNiTA,44,
45,eYre4Q4hsJI,45,
46,L_oKOL_DN4k,46,
47,cW7fKp0rNII,47,
48,z8tOi9fOlFw,48,4.0
49,Kol55HaRuf8,49,
50,yKF27jPDlgc,50,1.0
51,tTsd1jSU_g0,51,
52,xBpWMt_k8OI,52,0.0
53,JHwe9DaK1F4,53,
54,toTQFAXlrus,54,
55,0pz8jAIj6v0,55,
56,fEmMmxLviHw,56,
57,Z1H7hZxh3qM,57,
58,JgCYDujqkM4,58,
59,vbYYdOxI5o8,59,
60,9VGHOfCueFU,60,3.0
61,w189Q4rcSFA,61,
62,eplfA4jbAUs,62,
63,MVtmGRNE68Q,63,
64,hVxx47IFrCw,64,
65,uf9xaxD8oWI,65,
66,HXczKJNng1k,66,
67,zR8T5Xj0By4,67,
68,a2pnFNjTSeo,68,
69,sciBYsZ7cXg,69,22.0
70,FkL1XGLMPLs,70,0.0
71,HBWFBUT0FLc,71,3.0
72,r-ASTEQfPm0,72,
