,video_id,index,extracted
0,AqgaxlfCm_o,0,
1,GdupJC_4wrM,1,
2,BN3pPpiL-7w,2,4.0
3,HnRX5AN9Pj4,3,9.0
4,amSdCyz6xbs,4,
5,mpaZiGsbzO4,5,
6,bNMBth9-ISU,6,
7,9a5vWO2Bgyo,7,6.0
8,14tMZLBPWoo,8,
9,VLjnFJSrSlc,9,
10,qBdsmdSp0ds,10,27.0
11,FzKtmJerdL8,11,31.0
12,ZCekZRIBZq0,12,9.0
13,wqNmbYNoBiE,13,
14,CjUhvj16Pcs,14,1.0
15,I0gYK1pqX_0,15,1.0
16,Ab6cHguWzO0,16,
17,jOhM-GXrgWc,17,11.0
18,MdCk-qf7a48,18,0.0
19,vAG5bMS8JnE,19,
20,oYA9Fx0e1k0,20,25.0
21,vAICWizG24c,21,0.0
22,osluA3K_ud8,22,1.0
23,7s-dG98HhWg,23,
24,a45O6qr21Ww,24,
25,Y2qANdG-Wf0,25,
26,HSzbTCEg_HM,26,
27,UQkbKwSSr68,27,
28,eZAG4zNKivU,28,
29,kj9ifEBjIBc,29,
30,P6BONGrmyU0,30,
31,cB1dE5cmrgY,31,0.0
32,fo6DU0cUsCE,32,
33,kyYq25GILxc,33,
34,zUcI35NXFUY,34,2.0
35,gLz1ZF2613c,35,
36,xx9XWEJR_ek,36,
37,mxGW1J3YQY0,37,4.0
38,5M-StC8AfCY,38,
39,7Myha_009Ys,39,7.0
40,rh-UFzqEGQw,40,
41,zN_UmoCHnbc,41,25.0
42,TkeRb4gQVsY,42,
43,E03Bav7KzIU,43,22.0
44,FUltm3wcCLg,44,
45,unrUeJGyoD4,45,
46,yXWnEAInjdg,46,
47,GqM04MLcWew,47,25.0
48,iOtft9AILHA,48,6.0
49,9i1Ez5Q4Qwc,49,5.0
50,SW5r6IeMlrs,50,
51,11R_Ri0_RQU,51,
52,4vlt5XxgwSo,52,
53,yC5SYv_JEDA,53,0.0
54,KyGi52awyIw,54,
55,scMwT0l5E-E,55,
56,aWRsKXV9NsI,56,42.0
57,obVUQnz9OZo,57,
58,kFVtp6UVfI8,58,
59,eUfJmxkXHiM,59,
60,A0DlbuhC4A0,60,
61,y9_9445qW6E,61,7.0
62,aMiKPj6kITI,62,10.0
63,YGHL7DEBD4o,63,
64,8u6fTMXXmiM,64,
65,gRgkyhv8wXY,65,
66,cacmkDRJ0eg,66,3.0
67,N-TsEkMSku4,67,
68,JzAAqOOQiT4,68,
69,gclX-zlIV4I,69,0.0
70,Ia5oqJYJE-c,70,2.0
71,BfCB71bS1jU,71,1.0
72,tEoR4mMMm6M,72,0.0
73,4rbvaqPDSVE,73,2.0
74,tItdpWrpaMo,74,
75,ZmVkv3ZFS9g,75,
76,GLnQaed0K28,76,
77,yECnzceVuLQ,77,0.0
78,mb8wvyDp_gE,78,33.0
79,D3vGlECaS_A,79,
80,21_qFbYKi88,80,
81,Gq-BrxdK0QE,81,3.0
82,D8IOq8m2ubE,82,
83,y9qPgXQ3kpQ,83,
84,wsB0tCqfJqs,84,
85,7HljK4M80VQ,85,
86,UrYQy3zxMHY,86,11.0
87,GrAKJSOahg8,87,
88,zYlcsQkVnUo,88,11.0
89,UYg4kDXT82s,89,
90,kF22EmihQbM,90,5.0
91,QExz1ZujEAE,91,
92,UkL0Lb0n1mA,92,
93,VxsMZIkjyYo,93,
94,Pktj0S_tIvc,94,2.0
95,zd_lOJkaLD8,95,
96,tZ4hsm4XfAo,96,7.0
97,LXUPiplPi5o,97,15.0
98,mzih9WGC3lU,98,3.0
99,DRz8CGkutPo,99,0.0
100,scWCsQkhmlY,100,
101,TAe2ybXsZr8,101,38.0
102,AuKsfAoIPKo,102,
103,v6uI4f21GKo,103,
104,04o5F-2rWKk,104,2.0
105,NyaJTW9KZp4,105,8.0
106,DS0FaWR2esw,106,
107,tCayQnjCAVI,107,
108,2q3WQgby4q0,108,2.0
109,QkNuCYdZ800,109,2.0
110,5NKU3k9Mpi8,110,0.0
111,FeZs7vlKRjo,111,
112,QYhTHVblJeU,112,
113,h-yhQw5ZC2A,113,39.0
114,_zKN7akdvMY,114,
115,xKaOvYlJ7vc,115,
116,CwzW_MrqbAA,116,
117,JZYwb0aXgTE,117,
118,MxQlm3tw_BY,118,
119,63cEze_Cp7Q,119,
120,OWkL06Vg-Hc,120,6.0
121,Sw8RYWmB0wI,121,
122,gnFDBPj4f3I,122,9.0
123,0iSCpDiq5eg,123,3.0
124,6Y4QkXiv414,124,0.0
125,ouD116xa2yA,125,
126,vZYeJncRhs8,126,
127,G9O8Jb5sM6U,127,9.0
128,4e43eS5p3_M,128,27.0
129,CXnuFo9mEtw,129,
130,kCC-2w28FYY,130,29.0
131,B23WKFI72vs,131,
132,gih6AGb1hf0,132,3.0
133,Xy1fEuqF8Qc,133,
134,ravGKpm2V3g,134,
135,4Vzx2MkY0vU,135,
136,DLQW1T9ZCWM,136,
137,sbay-cEF93Q,137,8.0
138,ahhOqtyJ6nA,138,0.0
139,EEjjg-CD6iM,139,4.0
140,QmzVnt-Jblg,140,3.0
141,IUHOzdF5oVE,141,
142,kcQrjP-1Srs,142,12.0
143,IFnyb6jk7d8,143,2.0
144,yXkS-mAd9bE,144,
145,nchi3gsmlew,145,6.0
146,C5eHP50PsJM,146,
147,mmr2LmGpIpU,147,
148,WEqurmy8aIg,148,5.0
149,abm2k_pwYWE,149,
150,B0HzBmLXlY8,150,
151,SVps5Gl9lpI,151,0.0
152,U2g3qIBAvwI,152,
153,2XKotTKrez0,153,
154,vyJCQfw-2Cg,154,
155,ThHOc-7-218,155,3.0
156,agtIY-x3H84,156,32.0
157,0T5dEFD80YA,157,4.0
158,8kugq5-eYag,158,0.0
159,HRKNP_X0c1M,159,
160,HlXf8RFVMJI,160,
161,SjnM4XFBz0M,161,9.0
162,QU_zZbIgLfM,162,20.0
163,zuaEflKkdss,163,
164,IjJRacVatTs,164,6.0
165,UucY6LmTkrI,165,79.0
166,9Ll6w-DnuhU,166,
167,hfv5EO6kPoY,167,
168,3y8freoSNV0,168,
