url,video_id,playlist_id,channel_id
https://www.youtube.com/watch?v=UsBsOjHixns,UsBsOjHixns,PLEb3ThbkPrFZjbR-7lYBm_OpFlRx_7NAE,UC8p1vwvWtl6T73JiExfWs1g
https://www.youtube.com/watch?v=gYwodYIqs5Y,gYwodYIqs5Y,PLEb3ThbkPrFZjbR-7lYBm_OpFlRx_7NAE,UC8p1vwvWtl6T73JiExfWs1g
https://www.youtube.com/watch?v=bL_LbizhfXk,bL_LbizhfXk,PLEb3ThbkPrFZjbR-7lYBm_OpFlRx_7NAE,UC8p1vwvWtl6T73JiExfWs1g
https://www.youtube.com/watch?v=VSkKIKYGjWY,VSkKIKYGjWY,PLEb3ThbkPrFZjbR-7lYBm_OpFlRx_7NAE,UC8p1vwvWtl6T73JiExfWs1g
https://www.youtube.com/watch?v=4VMObZ-W0V8,4VMObZ-W0V8,PLEb3ThbkPrFZjbR-7lYBm_OpFlRx_7NAE,UC8p1vwvWtl6T73JiExfWs1g
https://www.youtube.com/watch?v=MuZ2yLQmRGU,MuZ2yLQmRGU,PLEb3ThbkPrFZjbR-7lYBm_OpFlRx_7NAE,UC8p1vwvWtl6T73JiExfWs1g
https://www.youtube.com/watch?v=a0OzSKoaaQc,a0OzSKoaaQc,PLEb3ThbkPrFZjbR-7lYBm_OpFlRx_7NAE,UC8p1vwvWtl6T73JiExfWs1g
https://www.youtube.com/watch?v=Y-bbUCN-94o,Y-bbUCN-94o,PLEb3ThbkPrFZjbR-7lYBm_OpFlRx_7NAE,UC8p1vwvWtl6T73JiExfWs1g
https://www.youtube.com/watch?v=FyxVCa300nA,FyxVCa300nA,PLEb3ThbkPrFZjbR-7lYBm_OpFlRx_7NAE,UC8p1vwvWtl6T73JiExfWs1g
https://www.youtube.com/watch?v=0HBytanIY6I,0HBytanIY6I,PLEb3ThbkPrFZjbR-7lYBm_OpFlRx_7NAE,UC8p1vwvWtl6T73JiExfWs1g
https://www.youtube.com/watch?v=aYcIFiWX4_I,aYcIFiWX4_I,PLEb3ThbkPrFZjbR-7lYBm_OpFlRx_7NAE,UC8p1vwvWtl6T73JiExfWs1g
https://www.youtube.com/watch?v=58KVcFcIYBc,58KVcFcIYBc,PLEb3ThbkPrFZjbR-7lYBm_OpFlRx_7NAE,UC8p1vwvWtl6T73JiExfWs1g
https://www.youtube.com/watch?v=eFgWsYIMMOw,eFgWsYIMMOw,PLEb3ThbkPrFZjbR-7lYBm_OpFlRx_7NAE,UC8p1vwvWtl6T73JiExfWs1g
https://www.youtube.com/watch?v=BldgjEvlDE8,BldgjEvlDE8,PLEb3ThbkPrFZjbR-7lYBm_OpFlRx_7NAE,UC8p1vwvWtl6T73JiExfWs1g
https://www.youtube.com/watch?v=eSmr8d_1IZ8,eSmr8d_1IZ8,PLEb3ThbkPrFZjbR-7lYBm_OpFlRx_7NAE,UC8p1vwvWtl6T73JiExfWs1g
https://www.youtube.com/watch?v=ZmwEQ6pnY10,ZmwEQ6pnY10,PLEb3ThbkPrFZjbR-7lYBm_OpFlRx_7NAE,UC8p1vwvWtl6T73JiExfWs1g
https://www.youtube.com/watch?v=SqTSe9jPIY0,SqTSe9jPIY0,PLEb3ThbkPrFZjbR-7lYBm_OpFlRx_7NAE,UC8p1vwvWtl6T73JiExfWs1g
https://www.youtube.com/watch?v=E9vp38TvzIA,E9vp38TvzIA,PLEb3ThbkPrFZjbR-7lYBm_OpFlRx_7NAE,UC8p1vwvWtl6T73JiExfWs1g
https://www.youtube.com/watch?v=hUAgV3IsYJ8,hUAgV3IsYJ8,PLEb3ThbkPrFZjbR-7lYBm_OpFlRx_7NAE,UC8p1vwvWtl6T73JiExfWs1g
https://www.youtube.com/watch?v=hOSvHPHPlyY,hOSvHPHPlyY,PLEb3ThbkPrFZjbR-7lYBm_OpFlRx_7NAE,UC8p1vwvWtl6T73JiExfWs1g
https://www.youtube.com/watch?v=z_7-NkQZI88,z_7-NkQZI88,PLEb3ThbkPrFZjbR-7lYBm_OpFlRx_7NAE,UC8p1vwvWtl6T73JiExfWs1g
https://www.youtube.com/watch?v=57Y3mUapOks,57Y3mUapOks,PLEb3ThbkPrFZjbR-7lYBm_OpFlRx_7NAE,UC8p1vwvWtl6T73JiExfWs1g
https://www.youtube.com/watch?v=dNRCQ8iMFfQ,dNRCQ8iMFfQ,PLEb3ThbkPrFZjbR-7lYBm_OpFlRx_7NAE,UC8p1vwvWtl6T73JiExfWs1g
https://www.youtube.com/watch?v=PHkL4iqqbgc,PHkL4iqqbgc,PLEb3ThbkPrFZjbR-7lYBm_OpFlRx_7NAE,UC8p1vwvWtl6T73JiExfWs1g
https://www.youtube.com/watch?v=-vwiCGhInX0,-vwiCGhInX0,PLEb3ThbkPrFZjbR-7lYBm_OpFlRx_7NAE,UC8p1vwvWtl6T73JiExfWs1g
https://www.youtube.com/watch?v=a1Fko5DDkj4,a1Fko5DDkj4,PLEb3ThbkPrFZjbR-7lYBm_OpFlRx_7NAE,UC8p1vwvWtl6T73JiExfWs1g
https://www.youtube.com/watch?v=1HSpawCGZRE,1HSpawCGZRE,PLEb3ThbkPrFZjbR-7lYBm_OpFlRx_7NAE,UC8p1vwvWtl6T73JiExfWs1g
https://www.youtube.com/watch?v=NtXlCKJDbUM,NtXlCKJDbUM,PLEb3ThbkPrFZjbR-7lYBm_OpFlRx_7NAE,UC8p1vwvWtl6T73JiExfWs1g
https://www.youtube.com/watch?v=Quw5gDn1Mgg,Quw5gDn1Mgg,PLEb3ThbkPrFZjbR-7lYBm_OpFlRx_7NAE,UC8p1vwvWtl6T73JiExfWs1g
https://www.youtube.com/watch?v=cIMugt3MM30,cIMugt3MM30,PLEb3ThbkPrFZjbR-7lYBm_OpFlRx_7NAE,UC8p1vwvWtl6T73JiExfWs1g
https://www.youtube.com/watch?v=hqAFnurX0KY,hqAFnurX0KY,PLEb3ThbkPrFZjbR-7lYBm_OpFlRx_7NAE,UC8p1vwvWtl6T73JiExfWs1g
https://www.youtube.com/watch?v=_zcTTDVsgxg,_zcTTDVsgxg,PLEb3ThbkPrFZjbR-7lYBm_OpFlRx_7NAE,UC8p1vwvWtl6T73JiExfWs1g
https://www.youtube.com/watch?v=zvf4g0NrVoQ,zvf4g0NrVoQ,PLEb3ThbkPrFZjbR-7lYBm_OpFlRx_7NAE,UC8p1vwvWtl6T73JiExfWs1g
https://www.youtube.com/watch?v=rDqeNNygn7g,rDqeNNygn7g,PLEb3ThbkPrFZjbR-7lYBm_OpFlRx_7NAE,UC8p1vwvWtl6T73JiExfWs1g
https://www.youtube.com/watch?v=owhoDZHAQRg,owhoDZHAQRg,PLEb3ThbkPrFZjbR-7lYBm_OpFlRx_7NAE,UC8p1vwvWtl6T73JiExfWs1g
https://www.youtube.com/watch?v=QV_IRy5-gSY,QV_IRy5-gSY,PLEb3ThbkPrFZjbR-7lYBm_OpFlRx_7NAE,UC8p1vwvWtl6T73JiExfWs1g
https://www.youtube.com/watch?v=DeHpjbv6iwU,DeHpjbv6iwU,PLEb3ThbkPrFZjbR-7lYBm_OpFlRx_7NAE,UC8p1vwvWtl6T73JiExfWs1g
https://www.youtube.com/watch?v=DOAcElKA40A,DOAcElKA40A,PLEb3ThbkPrFZjbR-7lYBm_OpFlRx_7NAE,UC8p1vwvWtl6T73JiExfWs1g
https://www.youtube.com/watch?v=ByEn-zuTkIY,ByEn-zuTkIY,PLEb3ThbkPrFZjbR-7lYBm_OpFlRx_7NAE,UC8p1vwvWtl6T73JiExfWs1g
