url,video_id,playlist_id,channel_id
https://www.youtube.com/watch?v=30v_utYkADk,30v_utYkADk,PLEb3ThbkPrFao31JipOKP0YhNlaTtP3XR,UC8p1vwvWtl6T73JiExfWs1g
https://www.youtube.com/watch?v=wDclv4zEQJ4,wDclv4zEQJ4,PLEb3ThbkPrFao31JipOKP0YhNlaTtP3XR,UC8p1vwvWtl6T73JiExfWs1g
https://www.youtube.com/watch?v=8JKu3x-_5nU,8JKu3x-_5nU,PLEb3ThbkPrFao31JipOKP0YhNlaTtP3XR,UC8p1vwvWtl6T73JiExfWs1g
https://www.youtube.com/watch?v=QfxoS4Q18ik,QfxoS4Q18ik,PLEb3ThbkPrFao31JipOKP0YhNlaTtP3XR,UC8p1vwvWtl6T73JiExfWs1g
https://www.youtube.com/watch?v=B47LsYhJjxE,B47LsYhJjxE,PLEb3ThbkPrFao31JipOKP0YhNlaTtP3XR,UC8p1vwvWtl6T73JiExfWs1g
https://www.youtube.com/watch?v=snsNxmIebPk,snsNxmIebPk,PLEb3ThbkPrFao31JipOKP0YhNlaTtP3XR,UC8p1vwvWtl6T73JiExfWs1g
https://www.youtube.com/watch?v=RSGZREyubJk,RSGZREyubJk,PLEb3ThbkPrFao31JipOKP0YhNlaTtP3XR,UC8p1vwvWtl6T73JiExfWs1g
https://www.youtube.com/watch?v=Hyl7KtyjcYY,Hyl7KtyjcYY,PLEb3ThbkPrFao31JipOKP0YhNlaTtP3XR,UC8p1vwvWtl6T73JiExfWs1g
https://www.youtube.com/watch?v=m7UEAnJJTa8,m7UEAnJJTa8,PLEb3ThbkPrFao31JipOKP0YhNlaTtP3XR,UC8p1vwvWtl6T73JiExfWs1g
https://www.youtube.com/watch?v=ZBl2q7RRPxc,ZBl2q7RRPxc,PLEb3ThbkPrFao31JipOKP0YhNlaTtP3XR,UC8p1vwvWtl6T73JiExfWs1g
https://www.youtube.com/watch?v=7hbdia24Dds,7hbdia24Dds,PLEb3ThbkPrFao31JipOKP0YhNlaTtP3XR,UC8p1vwvWtl6T73JiExfWs1g
https://www.youtube.com/watch?v=FSZzsoMx8wo,FSZzsoMx8wo,PLEb3ThbkPrFao31JipOKP0YhNlaTtP3XR,UC8p1vwvWtl6T73JiExfWs1g
