url,video_id,playlist_id,channel_id
https://www.youtube.com/watch?v=BRwUcCXkzeo,BRwUcCXkzeo,PLWbUbVp5Rk9RDasYEtZLD6KCiRPpVvnU5,UCZG-C5esGZyVfxO2qXa1Zmw
https://www.youtube.com/watch?v=TCVdCI7rIhU,TCVdCI7rIhU,PLWbUbVp5Rk9RDasYEtZLD6KCiRPpVvnU5,UCZG-C5esGZyVfxO2qXa1Zmw
https://www.youtube.com/watch?v=IfGXAW25C6I,IfGXAW25C6I,PLWbUbVp5Rk9RDasYEtZLD6KCiRPpVvnU5,UCZG-C5esGZyVfxO2qXa1Zmw
https://www.youtube.com/watch?v=MyzMJJHk9GE,MyzMJJHk9GE,PLWbUbVp5Rk9RDasYEtZLD6KCiRPpVvnU5,UCZG-C5esGZyVfxO2qXa1Zmw
https://www.youtube.com/watch?v=mRX-lGCUw-k,mRX-lGCUw-k,PLWbUbVp5Rk9RDasYEtZLD6KCiRPpVvnU5,UCZG-C5esGZyVfxO2qXa1Zmw
https://www.youtube.com/watch?v=hsfTmYrwchw,hsfTmYrwchw,PLWbUbVp5Rk9RDasYEtZLD6KCiRPpVvnU5,UCZG-C5esGZyVfxO2qXa1Zmw
https://www.youtube.com/watch?v=pQNTfE8Yg-s,pQNTfE8Yg-s,PLWbUbVp5Rk9RDasYEtZLD6KCiRPpVvnU5,UCZG-C5esGZyVfxO2qXa1Zmw
https://www.youtube.com/watch?v=RAIL83lS1OY,RAIL83lS1OY,PLWbUbVp5Rk9RDasYEtZLD6KCiRPpVvnU5,UCZG-C5esGZyVfxO2qXa1Zmw
https://www.youtube.com/watch?v=w6Jgi5J8jkM,w6Jgi5J8jkM,PLWbUbVp5Rk9RDasYEtZLD6KCiRPpVvnU5,UCZG-C5esGZyVfxO2qXa1Zmw
https://www.youtube.com/watch?v=v-fiPFXKLrI,v-fiPFXKLrI,PLWbUbVp5Rk9RDasYEtZLD6KCiRPpVvnU5,UCZG-C5esGZyVfxO2qXa1Zmw
https://www.youtube.com/watch?v=NGHPuU272Lk,NGHPuU272Lk,PLWbUbVp5Rk9RDasYEtZLD6KCiRPpVvnU5,UCZG-C5esGZyVfxO2qXa1Zmw
https://www.youtube.com/watch?v=0xtipPj1Ph8,0xtipPj1Ph8,PLWbUbVp5Rk9RDasYEtZLD6KCiRPpVvnU5,UCZG-C5esGZyVfxO2qXa1Zmw
https://www.youtube.com/watch?v=Rcrc9X9by88,Rcrc9X9by88,PLWbUbVp5Rk9RDasYEtZLD6KCiRPpVvnU5,UCZG-C5esGZyVfxO2qXa1Zmw
https://www.youtube.com/watch?v=95FxxNwqNqY,95FxxNwqNqY,PLWbUbVp5Rk9RDasYEtZLD6KCiRPpVvnU5,UCZG-C5esGZyVfxO2qXa1Zmw
https://www.youtube.com/watch?v=Zipyt0pdfkw,Zipyt0pdfkw,PLWbUbVp5Rk9RDasYEtZLD6KCiRPpVvnU5,UCZG-C5esGZyVfxO2qXa1Zmw
https://www.youtube.com/watch?v=0zM1chzCvUU,0zM1chzCvUU,PLWbUbVp5Rk9RDasYEtZLD6KCiRPpVvnU5,UCZG-C5esGZyVfxO2qXa1Zmw
https://www.youtube.com/watch?v=9lP695MfI_o,9lP695MfI_o,PLWbUbVp5Rk9RDasYEtZLD6KCiRPpVvnU5,UCZG-C5esGZyVfxO2qXa1Zmw
https://www.youtube.com/watch?v=0SwEc8ThOa0,0SwEc8ThOa0,PLWbUbVp5Rk9RDasYEtZLD6KCiRPpVvnU5,UCZG-C5esGZyVfxO2qXa1Zmw
https://www.youtube.com/watch?v=7_4z-hMAp-8,7_4z-hMAp-8,PLWbUbVp5Rk9RDasYEtZLD6KCiRPpVvnU5,UCZG-C5esGZyVfxO2qXa1Zmw
https://www.youtube.com/watch?v=YJl6nZhmDx8,YJl6nZhmDx8,PLWbUbVp5Rk9RDasYEtZLD6KCiRPpVvnU5,UCZG-C5esGZyVfxO2qXa1Zmw
https://www.youtube.com/watch?v=9ur8WYmVOzk,9ur8WYmVOzk,PLWbUbVp5Rk9RDasYEtZLD6KCiRPpVvnU5,UCZG-C5esGZyVfxO2qXa1Zmw
https://www.youtube.com/watch?v=RsxS3gOcZ6M,RsxS3gOcZ6M,PLWbUbVp5Rk9RDasYEtZLD6KCiRPpVvnU5,UCZG-C5esGZyVfxO2qXa1Zmw
https://www.youtube.com/watch?v=MV_Z5ZswrIM,MV_Z5ZswrIM,PLWbUbVp5Rk9RDasYEtZLD6KCiRPpVvnU5,UCZG-C5esGZyVfxO2qXa1Zmw
https://www.youtube.com/watch?v=5hL8lG4ZLz0,5hL8lG4ZLz0,PLWbUbVp5Rk9RDasYEtZLD6KCiRPpVvnU5,UCZG-C5esGZyVfxO2qXa1Zmw
https://www.youtube.com/watch?v=7N9RT8QDFFg,7N9RT8QDFFg,PLWbUbVp5Rk9RDasYEtZLD6KCiRPpVvnU5,UCZG-C5esGZyVfxO2qXa1Zmw
https://www.youtube.com/watch?v=XrTM1qa_YX8,XrTM1qa_YX8,PLWbUbVp5Rk9RDasYEtZLD6KCiRPpVvnU5,UCZG-C5esGZyVfxO2qXa1Zmw
https://www.youtube.com/watch?v=E2FCvhZsMvQ,E2FCvhZsMvQ,PLWbUbVp5Rk9RDasYEtZLD6KCiRPpVvnU5,UCZG-C5esGZyVfxO2qXa1Zmw
