url,video_id,playlist_id,channel_id,download
https://www.youtube.com/watch?v=BmOyXM7t2t0,BmOyXM7t2t0,PLqAsoRqwNhsJ3P5jyRfiHYLYVZmlsvwNQ,UCPotnGNahFjLWjfsq4KYvuQ,True
https://www.youtube.com/watch?v=al1lMdRMuAc,al1lMdRMuAc,PLqAsoRqwNhsLUEM11BqTJR6rt7TNsJDS6,UCPotnGNahFjLWjfsq4KYvuQ,True
https://www.youtube.com/watch?v=y6ZavlQ1w4o,y6ZavlQ1w4o,PLqAsoRqwNhsLUEM11BqTJR6rt7TNsJDS6,UCPotnGNahFjLWjfsq4KYvuQ,True
https://www.youtube.com/watch?v=ojsxxEXAPFU,ojsxxEXAPFU,PLqAsoRqwNhsIpSIEoAUaZQP9_M-aJaL1g,UCPotnGNahFjLWjfsq4KYvuQ,True
https://www.youtube.com/watch?v=MbaFxSsnqss,MbaFxSsnqss,PLqAsoRqwNhsIBBiucBjMIrzf_R3SuDH5V,UCPotnGNahFjLWjfsq4KYvuQ,True
https://www.youtube.com/watch?v=V4AoVeDOJIY,V4AoVeDOJIY,PLqAsoRqwNhsIBBiucBjMIrzf_R3SuDH5V,UCPotnGNahFjLWjfsq4KYvuQ,True
https://www.youtube.com/watch?v=FW06ZVj9JxY,FW06ZVj9JxY,PLqAsoRqwNhsIBBiucBjMIrzf_R3SuDH5V,UCPotnGNahFjLWjfsq4KYvuQ,True
https://www.youtube.com/watch?v=jQYd4GIOn0k,jQYd4GIOn0k,PLqAsoRqwNhsLx6iGdAiAUrohC4LuSUJ4x,UCPotnGNahFjLWjfsq4KYvuQ,True
https://www.youtube.com/watch?v=Nl3SGUDn0-Q,Nl3SGUDn0-Q,PLqAsoRqwNhsLkBKzv-HiblkQAwUfiVI20,UCPotnGNahFjLWjfsq4KYvuQ,True
https://www.youtube.com/watch?v=cHlioeh1WKA,cHlioeh1WKA,PLqAsoRqwNhsLkBKzv-HiblkQAwUfiVI20,UCPotnGNahFjLWjfsq4KYvuQ,True
https://www.youtube.com/watch?v=UV0mhY2Dxr0,UV0mhY2Dxr0,PLqAsoRqwNhsLkBKzv-HiblkQAwUfiVI20,UCPotnGNahFjLWjfsq4KYvuQ,True
https://www.youtube.com/watch?v=GY9Tit6l5KI,GY9Tit6l5KI,PLqAsoRqwNhsLkBKzv-HiblkQAwUfiVI20,UCPotnGNahFjLWjfsq4KYvuQ,True
https://www.youtube.com/watch?v=BfZpAZmHDqE,BfZpAZmHDqE,PLqAsoRqwNhsLkBKzv-HiblkQAwUfiVI20,UCPotnGNahFjLWjfsq4KYvuQ,True
https://www.youtube.com/watch?v=mMLVr19wYZw,mMLVr19wYZw,PLqAsoRqwNhsLkBKzv-HiblkQAwUfiVI20,UCPotnGNahFjLWjfsq4KYvuQ,True
https://www.youtube.com/watch?v=v0kOlFF7AGw,v0kOlFF7AGw,PLqAsoRqwNhsLkBKzv-HiblkQAwUfiVI20,UCPotnGNahFjLWjfsq4KYvuQ,True
https://www.youtube.com/watch?v=y2IRpKUQRUc,y2IRpKUQRUc,PLqAsoRqwNhsLkBKzv-HiblkQAwUfiVI20,UCPotnGNahFjLWjfsq4KYvuQ,True
https://www.youtube.com/watch?v=cLtXCFPTPB8,cLtXCFPTPB8,PLqAsoRqwNhsLkBKzv-HiblkQAwUfiVI20,UCPotnGNahFjLWjfsq4KYvuQ,True
https://www.youtube.com/watch?v=vLHD66WehlE,vLHD66WehlE,PLqAsoRqwNhsLkBKzv-HiblkQAwUfiVI20,UCPotnGNahFjLWjfsq4KYvuQ,True
