,url,video_id,celeb,index,extracted
0,https://www.youtube.com/watch?v=XnykuwfHjiQ,XnykuwfHjiQ,Pegah Ferydoni,0,0.0
1,https://www.youtube.com/watch?v=JOw_VuAEW-Y,JOw_VuAEW-Y,Pegah Ferydoni,1,0.0
2,https://www.youtube.com/watch?v=xXXJRyIK9ic,xXXJRyIK9ic,Pegah Ferydoni,2,
3,https://www.youtube.com/watch?v=escgLWwISxk,escgLWwISxk,Pedro Passos Coelho,3,0.0
4,https://www.youtube.com/watch?v=5VDMm1V_XOc,5VDMm1V_XOc,Paz Vega,4,
5,https://www.youtube.com/watch?v=LBAL5bSTSok,LBAL5bSTSok,Paz Vega,5,
6,https://www.youtube.com/watch?v=o6QUPdKxIJ8,o6QUPdKxIJ8,Payal Ghosh,6,0.0
7,https://www.youtube.com/watch?v=5HUiZIsfNTg,5HUiZIsfNTg,Payal Ghosh,7,0.0
8,https://www.youtube.com/watch?v=6WFGqP8zbYY,6WFGqP8zbYY,Payal Ghosh,8,0.0
9,https://www.youtube.com/watch?v=3LPr1UZ3fE4,3LPr1UZ3fE4,Payal Ghosh,9,0.0
10,https://www.youtube.com/watch?v=WZB5AJSt7LQ,WZB5AJSt7LQ,Payal Ghosh,10,0.0
11,https://www.youtube.com/watch?v=NeaXwufbOlc,NeaXwufbOlc,Paweł Pawlikowski,11,0.0
12,https://www.youtube.com/watch?v=vJurAdZBLVI,vJurAdZBLVI,Paweł Kowal,12,0.0
13,https://www.youtube.com/watch?v=AdQ7egu3Nek,AdQ7egu3Nek,Paweł Kowal,13,0.0
14,https://www.youtube.com/watch?v=FsoPdfvDodQ,FsoPdfvDodQ,Pavol Habera,14,
15,https://www.youtube.com/watch?v=PTaDq7CXeJc,PTaDq7CXeJc,Pavol Habera,15,0.0
16,https://www.youtube.com/watch?v=KDkC0vCJgxc,KDkC0vCJgxc,Pavel Bém,16,0.0
17,https://www.youtube.com/watch?v=JtDd2fvUPUU,JtDd2fvUPUU,Pavel Bém,17,0.0
18,https://www.youtube.com/watch?v=DaNiME0nbjs,DaNiME0nbjs,Pavel Bém,18,
19,https://www.youtube.com/watch?v=czo7lS5YSrU,czo7lS5YSrU,Pavel Bém,19,0.0
20,https://www.youtube.com/watch?v=1VwqzrPrCSg,1VwqzrPrCSg,Pauly D,20,0.0
21,https://www.youtube.com/watch?v=pt7P3zJpWK0,pt7P3zJpWK0,Pauly D,21,0.0
22,https://www.youtube.com/watch?v=ySQnTqp1mnY,ySQnTqp1mnY,Pauly D,22,0.0
23,https://www.youtube.com/watch?v=kMVaxY95_FQ,kMVaxY95_FQ,Pauly D,23,0.0
24,https://www.youtube.com/watch?v=DhpKMH3nxbs,DhpKMH3nxbs,Pauly D,24,0.0
25,https://www.youtube.com/watch?v=_OlOf-eWhh8,_OlOf-eWhh8,Pauly D,25,0.0
26,https://www.youtube.com/watch?v=K1gBPKQquoM,K1gBPKQquoM,Pauly D,26,0.0
27,https://www.youtube.com/watch?v=tlY4fcDek2Y,tlY4fcDek2Y,Pauly D,27,0.0
28,https://www.youtube.com/watch?v=_Hs4uLsxEas,_Hs4uLsxEas,Paulo Bento,28,0.0
29,https://www.youtube.com/watch?v=NgiAFWloiXE,NgiAFWloiXE,Paulo Bento,29,0.0
30,https://www.youtube.com/watch?v=_nMOeUQXoj8,_nMOeUQXoj8,Paulo Bento,30,0.0
31,https://www.youtube.com/watch?v=5_rrvcyk_L4,5_rrvcyk_L4,Paulo Bento,31,0.0
32,https://www.youtube.com/watch?v=RHnHQsGGQJ8,RHnHQsGGQJ8,Paulo Bento,32,0.0
33,https://www.youtube.com/watch?v=yI8thgd5H40,yI8thgd5H40,Paulo Bento,33,0.0
34,https://www.youtube.com/watch?v=MNGz13ZIHRs,MNGz13ZIHRs,Paulo Avelino,34,0.0
35,https://www.youtube.com/watch?v=VwJtedzt2so,VwJtedzt2so,Paulo Avelino,35,0.0
36,https://www.youtube.com/watch?v=iK88dEe6lks,iK88dEe6lks,Paulo Avelino,36,0.0
37,https://www.youtube.com/watch?v=MuOrY8CAVvI,MuOrY8CAVvI,Paulo Avelino,37,0.0
38,https://www.youtube.com/watch?v=0kcsiXfz5AE,0kcsiXfz5AE,Paulo Avelino,38,0.0
