,url,video_id,celeb,index,extracted
0,https://www.youtube.com/watch?v=wR7hCMvgvbQ,wR7hCMvgvbQ,Udhayanidhi Stalin,0,0.0
1,https://www.youtube.com/watch?v=mgSZyrNPFNE,mgSZyrNPFNE,Udhayanidhi Stalin,1,0.0
2,https://www.youtube.com/watch?v=UmKr7aueJgE,UmKr7aueJgE,Udhayanidhi Stalin,2,0.0
3,https://www.youtube.com/watch?v=hFS4fQeoufk,hFS4fQeoufk,Udhayanidhi Stalin,3,0.0
4,https://www.youtube.com/watch?v=IAF-tkn6rM0,IAF-tkn6rM0,Udhayanidhi Stalin,4,0.0
5,https://www.youtube.com/watch?v=MQaZ83bZrIA,MQaZ83bZrIA,Udhayanidhi Stalin,5,0.0
6,https://www.youtube.com/watch?v=WEddSu166g4,WEddSu166g4,Udhayanidhi Stalin,6,0.0
7,https://www.youtube.com/watch?v=TUpdyv_FRrg,TUpdyv_FRrg,Udhayanidhi Stalin,7,0.0
8,https://www.youtube.com/watch?v=yjNRjknLiKA,yjNRjknLiKA,Udhayanidhi Stalin,8,0.0
9,https://www.youtube.com/watch?v=wWxvS7hUb_U,wWxvS7hUb_U,Udhayanidhi Stalin,9,0.0
10,https://www.youtube.com/watch?v=XnivyOyFCQo,XnivyOyFCQo,Udhayanidhi Stalin,10,0.0
11,https://www.youtube.com/watch?v=j1vhp_r9GnM,j1vhp_r9GnM,Udhayanidhi Stalin,11,0.0
12,https://www.youtube.com/watch?v=wOLw97tDppE,wOLw97tDppE,Udhayanidhi Stalin,12,0.0
13,https://www.youtube.com/watch?v=2BmOJiRxGio,2BmOJiRxGio,Udhayanidhi Stalin,13,0.0
14,https://www.youtube.com/watch?v=oo5f3sifaEo,oo5f3sifaEo,Udhayanidhi Stalin,14,0.0
15,https://www.youtube.com/watch?v=B4zYjKTB-SE,B4zYjKTB-SE,Udhayanidhi Stalin,15,0.0
16,https://www.youtube.com/watch?v=lGl9jI394OA,lGl9jI394OA,Uddhav Thackeray,16,0.0
17,https://www.youtube.com/watch?v=7UB-ueL38xQ,7UB-ueL38xQ,Udaya Bhanu,17,0.0
18,https://www.youtube.com/watch?v=poU53emzUrY,poU53emzUrY,Udaya Bhanu,18,0.0
19,https://www.youtube.com/watch?v=bg_UDocpXuE,bg_UDocpXuE,Udaya Bhanu,19,0.0
20,https://www.youtube.com/watch?v=1kaL0vqCnUw,1kaL0vqCnUw,Udaya Bhanu,20,0.0
21,https://www.youtube.com/watch?v=QDn-8_PPSaY,QDn-8_PPSaY,Udaya Bhanu,21,0.0
22,https://www.youtube.com/watch?v=L4nrMCkR1Ug,L4nrMCkR1Ug,Udaya Bhanu,22,0.0
23,https://www.youtube.com/watch?v=1v_jKOKAdP4,1v_jKOKAdP4,Udaya Bhanu,23,0.0
24,https://www.youtube.com/watch?v=2YKyJUZzL7A,2YKyJUZzL7A,Udaya Bhanu,24,0.0
25,https://www.youtube.com/watch?v=Z5qhsz5s4jI,Z5qhsz5s4jI,Udaya Bhanu,25,0.0
26,https://www.youtube.com/watch?v=bQApBxDPS-M,bQApBxDPS-M,Udaya Bhanu,26,0.0
27,https://www.youtube.com/watch?v=YRFQdOd9XgE,YRFQdOd9XgE,Udaya Bhanu,27,0.0
