,url,video_id,celeb,index,extracted
0,https://www.youtube.com/watch?v=3Gh_s7Xe-Lo,3Gh_s7Xe-Lo,Aaron Ashmore,0,0.0
1,https://www.youtube.com/watch?v=Q5p-pRp-b-0,Q5p-pRp-b-0,Aaron Ashmore,1,0.0
2,https://www.youtube.com/watch?v=Juz-u6DXWi4,Juz-u6DXWi4,Aaron Ramsey,2,0.0
3,https://www.youtube.com/watch?v=xIQMBD1fr-4,xIQMBD1fr-4,Aaron Ramsey,3,0.0
4,https://www.youtube.com/watch?v=Vkgk_IJPHzs,Vkgk_IJPHzs,Aaron Rodgers,4,0.0
5,https://www.youtube.com/watch?v=BDMr00WJzZo,BDMr00WJzZo,Aaron Rodgers,5,0.0
6,https://www.youtube.com/watch?v=jilKmXdWEtE,jilKmXdWEtE,Aaron Rodgers,6,0.0
7,https://www.youtube.com/watch?v=QnFSIaMI9n4,QnFSIaMI9n4,Aaron Rodgers,7,0.0
8,https://www.youtube.com/watch?v=HIsplidhdxs,HIsplidhdxs,Aaron Rodgers,8,0.0
9,https://www.youtube.com/watch?v=fPKI7gs1N7o,fPKI7gs1N7o,Aaron Rodgers,9,0.0
10,https://www.youtube.com/watch?v=l90G4FFD3dA,l90G4FFD3dA,Aaron Rodgers,10,0.0
11,https://www.youtube.com/watch?v=_xuXH6AOprc,_xuXH6AOprc,Aaron Taylor-Johnson,11,0.0
12,https://www.youtube.com/watch?v=OY5VUcy918s,OY5VUcy918s,Aaron Taylor-Johnson,12,0.0
13,https://www.youtube.com/watch?v=VWwpKoeNPKM,VWwpKoeNPKM,Aaron Taylor-Johnson,13,0.0
14,https://www.youtube.com/watch?v=0jEmZRwFwQ8,0jEmZRwFwQ8,Aaron Taylor-Johnson,14,0.0
15,https://www.youtube.com/watch?v=LyNmlML4T7E,LyNmlML4T7E,Aaron Taylor-Johnson,15,0.0
16,https://www.youtube.com/watch?v=Qw2AteOAjOM,Qw2AteOAjOM,Aaron Taylor-Johnson,16,0.0
17,https://www.youtube.com/watch?v=04NNSGw_8Ik,04NNSGw_8Ik,Aaron Taylor-Johnson,17,0.0
18,https://www.youtube.com/watch?v=rPCCIT3kFSI,rPCCIT3kFSI,Aaron Taylor-Johnson,18,0.0
19,https://www.youtube.com/watch?v=cQsUb9Oiw0k,cQsUb9Oiw0k,Aaron Taylor-Johnson,19,0.0
20,https://www.youtube.com/watch?v=cU2_KAiUMIs,cU2_KAiUMIs,Aaron Taylor-Johnson,20,0.0
